"label","id_occupation"
"puppeteer & actress","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"marionetteer","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"puppeteer and voice actor","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"puppeteer and voice artist","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"puppeteer & voice actress","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"actor and puppeteer","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"puppeteer actress","2800e788-57b4-49f7-9c00-6c35e12cfb8e"
"regional development policy researcher","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"regional policy officer","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"legal policy officer for regional development","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"regional development policy officer","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"policy officer in regional development department","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"regional development policy coordinator","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"regional development policy developer","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"regional development policy analyst","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"policy officer for regional development","2808c7ec-cdb1-4b48-8429-e160a418ed0c"
"water quality inspector","28742973-c452-4996-b070-440e437306dc"
"water supply quality analyst","28742973-c452-4996-b070-440e437306dc"
"potable water quality laboratory analyst","28742973-c452-4996-b070-440e437306dc"
"potable water quality specialist","28742973-c452-4996-b070-440e437306dc"
"water quality specialist","28742973-c452-4996-b070-440e437306dc"
"potable water quality analyst","28742973-c452-4996-b070-440e437306dc"
"drinking water quality specialist","28742973-c452-4996-b070-440e437306dc"
"drinking water quality analyst","28742973-c452-4996-b070-440e437306dc"
"water quality analyst","28742973-c452-4996-b070-440e437306dc"
"irrigation water quality analyst","28742973-c452-4996-b070-440e437306dc"
"water quality technician","28742973-c452-4996-b070-440e437306dc"
"drinking water quality technician","28742973-c452-4996-b070-440e437306dc"
"drinking water quality laboratory analyst","28742973-c452-4996-b070-440e437306dc"
"water quality laboratory analyst","28742973-c452-4996-b070-440e437306dc"
"potable water quality inspector","28742973-c452-4996-b070-440e437306dc"
"drinking water quality inspector","28742973-c452-4996-b070-440e437306dc"
"quality analyst, water","28742973-c452-4996-b070-440e437306dc"
"animal massage therapist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"natural animal therapist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"complementary animal therapist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"animal acupuncturist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"animal homeopath","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"alternative animal therapist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"holistic animal therapist","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"animal healer","289c7385-2342-4a4e-b0b1-7b2e977aea79"
"made-up textile articles manufacturer","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"soft furnisher","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"sail maker","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"soft furnishers","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"sunshade maker","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"tent maker","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"manufacturer of soft furnishings","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"carpet sewer","28b25dbf-1eab-45e8-9d02-7a5eea9bb139"
"centrifuge operator","28d82e8d-7379-4245-a5a0-c5a68864a528"
"spinning operator","28d82e8d-7379-4245-a5a0-c5a68864a528"
"spinning operative","28d82e8d-7379-4245-a5a0-c5a68864a528"
"centrifugal process operator","28d82e8d-7379-4245-a5a0-c5a68864a528"
"centrifuge operative","28d82e8d-7379-4245-a5a0-c5a68864a528"
"cable-braiding technician","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding department manager","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding textile technician","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"textile braiding operator","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding technician","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding machine setter","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding textile setter","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"braiding machine tender","28dbd459-d634-484a-92d7-e6f8dc1ec532"
"travel consultant","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"business travel consultant","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"tourism promotion agent","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"business travel advisor","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"leisure travel consultant","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"travel advisor","291da1ab-1f90-426d-bbc5-60d0fa7d608b"
"car test and development driver","295dbed9-0330-42af-8650-f9296c6eb195"
"car test technician","295dbed9-0330-42af-8650-f9296c6eb195"
"auto test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"road test and development driver","295dbed9-0330-42af-8650-f9296c6eb195"
"automobile test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"automobile test and development driver","295dbed9-0330-42af-8650-f9296c6eb195"
"road test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"car test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"automotive test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"automobile test technician","295dbed9-0330-42af-8650-f9296c6eb195"
"prototype vehicle tester","295dbed9-0330-42af-8650-f9296c6eb195"
"car tester","295dbed9-0330-42af-8650-f9296c6eb195"
"motor vehicle test driver","295dbed9-0330-42af-8650-f9296c6eb195"
"prototype vehicle evaluator","295dbed9-0330-42af-8650-f9296c6eb195"
"automotive test technician","295dbed9-0330-42af-8650-f9296c6eb195"
"aviation meteorologist","2960c96e-7228-4327-b0a1-85fc13691844"
"aviation meteorological specialist","2960c96e-7228-4327-b0a1-85fc13691844"
"meteorologist","2960c96e-7228-4327-b0a1-85fc13691844"
"meteorological aviation inspector","2960c96e-7228-4327-b0a1-85fc13691844"
"air meteorologist","2960c96e-7228-4327-b0a1-85fc13691844"
"specialist in aviation meteorology","2960c96e-7228-4327-b0a1-85fc13691844"
"airline meteorologist","2960c96e-7228-4327-b0a1-85fc13691844"
"air navigation meteorologist","2960c96e-7228-4327-b0a1-85fc13691844"
"meteorological technician","2960c96e-7228-4327-b0a1-85fc13691844"
"leather goods CAD modelist","29900d8d-4463-4a6e-b6aa-e97418700245"
"leather goods CAD operator","29900d8d-4463-4a6e-b6aa-e97418700245"
"leather goods CAD pattern maker","29900d8d-4463-4a6e-b6aa-e97418700245"
"leatherware CAD pattern-maker","29900d8d-4463-4a6e-b6aa-e97418700245"
"CAD patternmaker leather goods","29900d8d-4463-4a6e-b6aa-e97418700245"
"leather goods CAD pattern-maker","29900d8d-4463-4a6e-b6aa-e97418700245"
"leatherware CAD operator","29900d8d-4463-4a6e-b6aa-e97418700245"
"CAD pattern-maker leather goods","29900d8d-4463-4a6e-b6aa-e97418700245"
"leatherware CAD modelist","29900d8d-4463-4a6e-b6aa-e97418700245"
"leather goods CAD patternmaker","29900d8d-4463-4a6e-b6aa-e97418700245"
"soap chipping machine operator","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipper tender","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipping machine operative","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipper operator","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipping machine feeder","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipping machine tender","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipper","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipper feeder","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipper operative","29a36f21-da45-4a01-b015-cac4445e5025"
"soap chipping machine worker","29a36f21-da45-4a01-b015-cac4445e5025"
"graduate live animals distribution manager","29a95106-3680-427b-bd1c-3f13d6999241"
"senior live animals distribution manager","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals logistics planner","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals distribution planner","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals distribution manager","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals supply chain planner","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals supply chain manager","29a95106-3680-427b-bd1c-3f13d6999241"
"live animals logistics manager","29a95106-3680-427b-bd1c-3f13d6999241"
"trainee live animals distribution manager","29a95106-3680-427b-bd1c-3f13d6999241"
"assistant live animals distribution manager","29a95106-3680-427b-bd1c-3f13d6999241"
"ice-skating trainer","29df0797-c66d-4e54-a5e1-45b18cecf052"
"speed skating instructor","29df0797-c66d-4e54-a5e1-45b18cecf052"
"ice-skating coach","29df0797-c66d-4e54-a5e1-45b18cecf052"
"ice-skating teacher","29df0797-c66d-4e54-a5e1-45b18cecf052"
"speed skating coach","29df0797-c66d-4e54-a5e1-45b18cecf052"
"skating coach","29df0797-c66d-4e54-a5e1-45b18cecf052"
"figure skating coach","29df0797-c66d-4e54-a5e1-45b18cecf052"
"speed skating trainer","29df0797-c66d-4e54-a5e1-45b18cecf052"
"ice-skating instructor","29df0797-c66d-4e54-a5e1-45b18cecf052"
"purchasing  office clerk","29fa406d-de89-4515-be8d-0fe7bda993f1"
"buyer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"buying agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing assistant","29fa406d-de89-4515-be8d-0fe7bda993f1"
"assistant purchaser","29fa406d-de89-4515-be8d-0fe7bda993f1"
"procurer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"senior purchaser","29fa406d-de89-4515-be8d-0fe7bda993f1"
"procurement and supply officer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"trainee purchaser","29fa406d-de89-4515-be8d-0fe7bda993f1"
"supply agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing and supply office clerk","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing officer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchaser","29fa406d-de89-4515-be8d-0fe7bda993f1"
"procurement and supply agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing office worker","29fa406d-de89-4515-be8d-0fe7bda993f1"
"graduate purchaser","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing and supply office worker","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing and supply agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"procurement agent","29fa406d-de89-4515-be8d-0fe7bda993f1"
"senior buyer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing and supply officer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"purchasing and supply assistant","29fa406d-de89-4515-be8d-0fe7bda993f1"
"procurement officer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"supply officer","29fa406d-de89-4515-be8d-0fe7bda993f1"
"personal executive assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"senior administrative secretary","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"executive secretary","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"executive administrative assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"executive assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"personal assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"multilingual secretary","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"foreign language assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"assistant manager","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"foreign language correspondent executive assistant","2a04a1df-a3b9-403e-a245-e7f93fdddd44"
"flock manager","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"sheep herder","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"sheep flock manager","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"sheep flock specialist","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"flock movement specialist","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"shepherd","2a1190f0-14d5-4ce4-ade0-ef726a1887a0"
"rail track maintenance supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"permanent way construction supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"railway maintenance supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"railtrack construction supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"permanent way maintenance supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"rail construction supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"rail track construction supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"railtrack maintenance supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"railway construction supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"railway construction and maintenance supervisor","2a226be5-6157-49e9-bd4b-e3b46d55c082"
"timber worker","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"joinery worker","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"craft carpenter","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"frame-maker","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"carpenter","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"heritage carpentry","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"woodworker","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"joiner","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"craftsman carpenter","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"carpentry framer","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"commercial carpenter","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"joiner supervisor","2a22ff9e-de3b-408d-b312-5034896cc4f4"
"chilling operator","2a2da883-8af5-4b98-832e-00e6681b22c3"
"prepared meals operator","2a2da883-8af5-4b98-832e-00e6681b22c3"
"principal dresser","2a6784d7-c457-413d-ba99-e320de11fc98"
"dresser","2a6784d7-c457-413d-ba99-e320de11fc98"
"backstage dresser","2a6784d7-c457-413d-ba99-e320de11fc98"
"wardrobe master","2a6784d7-c457-413d-ba99-e320de11fc98"
"wardrobe mistress","2a6784d7-c457-413d-ba99-e320de11fc98"
"pipeline tender","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"oil transfer operator","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"pipeline goods transfer operator","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"pipeline pump operator","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"pipe tender","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"gas transfer operator","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"pump tender","2a7d4b37-e831-4e20-827c-0682fe7e370e"
"casting mold maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"injection molding tool maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pattern maker/joiner","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"wooden pattern-maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"foundry pattern-maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"wooden patternmaker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pleat pattern maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"foundry patternmaker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pattern grader cutter","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"wooden pattern maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"metal patternmaker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pleat pattern-maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"sheet metal pattern cutter","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"metal pattern maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"injection moulding tool maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"metal pattern-maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pattern-maker/joiner","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"pleat patternmaker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"foundry pattern maker","2a8d6b4c-661d-4620-8f68-2c99e78f512e"
"construction project engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"construction design engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"construction engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"buildng construction engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"site engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"building engineer","2a914d26-42aa-46b5-acf3-097d51ba4617"
"engineering support manager","2a914d26-42aa-46b5-acf3-097d51ba4617"
"textile machinery installer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery maintenance mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine operator","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine apprentice","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"fabric machine operator","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile value chain machine repairer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile card mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile card inspector","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery technician","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine maintenance mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile card grinder","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine mechanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine installer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"fabric material machine operator","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery mecanic","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine inspector","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"card fixer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile card fixer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"assistant textile machinery installer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery repairer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine repairer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"card grinder","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machine operative","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery fixer","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"textile machinery installation assistant","2aa7fbbb-f06e-4454-8ff8-2d799e86ba51"
"blaster","2aae7736-f58b-4027-8de4-6884281c3b0b"
"shotfirers","2aae7736-f58b-4027-8de4-6884281c3b0b"
"blast crew operator","2aae7736-f58b-4027-8de4-6884281c3b0b"
"explosives technician","2aae7736-f58b-4027-8de4-6884281c3b0b"
"demolition operative","2aae7736-f58b-4027-8de4-6884281c3b0b"
"shotfirer","2aae7736-f58b-4027-8de4-6884281c3b0b"
"operator (blast crew)","2aae7736-f58b-4027-8de4-6884281c3b0b"
"shot firer","2aae7736-f58b-4027-8de4-6884281c3b0b"
"shot-firer","2aae7736-f58b-4027-8de4-6884281c3b0b"
"marine engineering drafting specialist","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering draughtsperson","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine drafter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine draughtsperson","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine draughter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering drafting expert","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering drafting adviser","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering draughter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering drafting consultant","2ac509e8-2850-42c3-b11d-d24077a7921b"
"shipbuilding drafter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering draftsperson","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine engineering drafter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"naval engineering drafter","2ac509e8-2850-42c3-b11d-d24077a7921b"
"marine draftsperson","2ac509e8-2850-42c3-b11d-d24077a7921b"
"fish, crustaceans and molluscs supply chain planner","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"fish, crustaceans and molluscs logistics manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"graduate fish, crustaceans and molluscs distribution manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"trainee fish, crustaceans and molluscs distribution manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"senior fish, crustaceans and molluscs distribution manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"assistant fish, crustaceans and molluscs distribution manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"fish, crustaceans and mollusks distribution manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"fish, crustaceans and molluscs logistics planner","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"fish, crustaceans and molluscs supply chain manager","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"fish, crustaceans and molluscs distribution planner","2ad52381-6adb-4262-b17c-ea7fcb3b6696"
"optical instruments technician","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instrument engineer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"ophthalmic instrument repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instrument technician","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"binoculars repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instruments repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"telescope repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instrument servicer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"ophthalmic instruments repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"telescopes repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instrument worker","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instrument repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instruments worker","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"binocular repairer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instruments servicer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"optical instruments engineer","2ada3e89-9159-49e7-88f7-4dd435fd95ac"
"police chief","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"chief police constable","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"chief constable","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"police & crime commissioner","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"commissaire","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"police commissioner","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"chief police officer","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"sheriff","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"police chief constable","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"police woman","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"police and crime commissioner","2ae275fe-4f11-4a38-9e95-d466d74b42a3"
"child welfare social care worker","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"child welfare worker","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"child welfare officer","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"children's welfare officer","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"children and families welfare worker","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"children and families welfare officer","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"welfare officer (children)","2ae76ccc-f02e-4eb6-b693-fff70ba8f409"
"commodity dealer","2af80b12-a73a-4cc2-8af1-d26a1e60738d"
"commodity broker","2af80b12-a73a-4cc2-8af1-d26a1e60738d"
"commodities broker","2af80b12-a73a-4cc2-8af1-d26a1e60738d"
"bread and pastries store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bread and cakes shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"pastries store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"patisserie shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bakers store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"cake shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"patisserie store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bread and cakes store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bakery store manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"pastries shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bread and pastries shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bakery shop manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bakery counter manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"bakery department manager","2afdf635-3cdb-4914-ab61-5dd7d7d46792"
"textile operations supervisor","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile processing supervisor","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile processing forewoman","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile machinist","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile machine operators","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile supervisor","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile processing foreman","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile machine operator","2b136e51-154b-4cb2-8130-f73228f14b11"
"textile supervisors","2b136e51-154b-4cb2-8130-f73228f14b11"
"dog breeder","2b292d4d-1905-45ec-a7c0-1ca7b45a4162"
"dogs breeder","2b292d4d-1905-45ec-a7c0-1ca7b45a4162"
"sewer system construction supervisor","2b318e09-1a5d-4d7f-85a7-fe78945fe917"
"sewer pipeline construction supervisor","2b318e09-1a5d-4d7f-85a7-fe78945fe917"
"sewage pipelayer supervisor","2b318e09-1a5d-4d7f-85a7-fe78945fe917"
"sewer construction supervisor","2b318e09-1a5d-4d7f-85a7-fe78945fe917"
"sewage system construction supervisor","2b318e09-1a5d-4d7f-85a7-fe78945fe917"
"inspector of health and safety","2b31f745-f04f-4d2c-9692-4715e1448f80"
"labor inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"employment lawyer","2b31f745-f04f-4d2c-9692-4715e1448f80"
"health & safety advisor","2b31f745-f04f-4d2c-9692-4715e1448f80"
"occupational health and safety inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"employment officer","2b31f745-f04f-4d2c-9692-4715e1448f80"
"wage inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"labour inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"health and safety inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"employment solicitor","2b31f745-f04f-4d2c-9692-4715e1448f80"
"senior labour inspector","2b31f745-f04f-4d2c-9692-4715e1448f80"
"health and safety advisor","2b31f745-f04f-4d2c-9692-4715e1448f80"
"footwear quality controller","2b48a4cd-2333-4abf-ac3e-6f63d6ed3663"
