comune,num_residenti,P
Filiano,3052.0,0.0003251999948002098
Palmiano,204.0,2.1736827961744036e-05
Cortanze,292.0,3.1113498847202246e-05
Sambuca di Sicilia,6016.0,0.0006410233187149613
Paullo,11153.0,0.0011883864816535845
Roccasecca dei Volsci,1140.0,0.00012147050919798137
Misano di Gera d'Adda,2937.0,0.0003129463908021678
Darfo Boario Terme,15603.0,0.0016625476798386872
Monteparano,2410.0,0.00025679291856766235
San Vito sullo Ionio,1819.0,0.00019382004932555098
Bova,453.0,4.826854444446102e-05
Cartigliano,3806.0,0.0004055410157960676
Roccaforzata,1797.0,0.00019147588160418641
San Martino di Finita,1169.0,0.00012456054846705282
Talana,1069.0,0.0001139052406426685
Lavagna,12464.0,0.001328077567231263
L'Aquila,68304.0,0.007278001456367473
Santa Vittoria in Matenano,1377.0,0.00014672358874177224
Castel Gabbiano,490.0,5.221100833948322e-05
Rofrano,1605.0,0.00017101769058136852
Cortina d'Ampezzo,5931.0,0.0006319663070642347
Civitella d'Agliano,1664.0,0.00017730432219775527
Dolzago,2357.0,0.0002511456054207387
Lacedonia,2426.0,0.00025849776781956384
Cologno al Serio,10679.0,0.0011378803225660027
Bene Lario,343.0,3.654770583763826e-05
Ispra,5195.0,0.000553543241476766
Cannalonga,1068.0,0.00011379868756442465
Rio Saliceto,6178.0,0.0006582849173904639
Pizzighettone,6698.0,0.0007136925180772624
Castel di Iudica,4736.0,0.0005046353785628419
Terracina,44616.0,0.004753972138927313
Bormida,404.0,4.30474436105127e-05
Soleminis,1869.0,0.00019914770323774315
Foligno,56266.0,0.005995315500468087
Ruoti,3576.0,0.00038103380779998367
Cavallermaggiore,5460.0,0.0005817798072113845
Castel di Lucio,1347.0,0.00014352699639445693
Plati,3686.0,0.00039275464640680643
Frassinoro,1952.0,0.00020799160873198215
Stenico,1149.0,0.00012242948690217596
Moretta,4208.0,0.00044837535325009263
Valsinni,1612.0,0.00017176356212907543
Sant'Anna d'Alfaedo,2571.0,0.00027394796416492116
Tollo,4032.0,0.0004296220114791762
Fontanarosa,3279.0,0.00034938754356156224
Ururi,2777.0,0.0002958978982831529
Bonifati,2902.0,0.0003092170330636333
Collesano,4078.0,0.00043452345307839303
Mantello,747.0,7.959514944815096e-05
Galati Mamertino,2720.0,0.0002898243728232538
Zeddiani,1157.0,0.0001232819115281267
Illorai,942.0,0.0001003729997057004
Ailano,1382.0,0.00014725635413299145
Cercemaggiore,3857.0,0.00041097522278650366
Roe Volciano,4536.0,0.00048332476291407326
Spinetoli,7259.0,0.0007734687949720586
Castell'Umberto,3248.0,0.0003460843981360031
Armento,671.0,7.149711550161886e-05
Turriaco,2814.0,0.0002998403621781751
Palomonte,4021.0,0.00042844992761849397
Paluzza,2326.0,0.00024784245999517955
Provaglio d'Iseo,7293.0,0.0007770915996323492
Brovello-Carpugnino,725.0,7.72509817267864e-05
Chiuduno,5886.0,0.0006271714185432617
Viverone,1416.0,0.00015087915879328213
Villafranca in Lunigiana,4803.0,0.0005117744348051794
San Cono,2761.0,0.0002941930490312514
Grottammare,15803.0,0.0016838582954874558
Castronno,5219.0,0.0005561005153546183
Albugnano,528.0,5.6260025312749265e-05
Bioglio,988.0,0.00010527444130491719
Covo,4076.0,0.00043431034692190535
Chiauci,261.0,2.7810353421643103e-05
Cantoira,550.0,5.860419303411382e-05
Mandela,916.0,9.760261967136047e-05
Mariano Comense,23667.0,0.0025217917027970395
Alvignano,4878.0,0.0005197659156734677
Martiniana Po,755.0,8.04475740741017e-05
Gazzada Schianno,4629.0,0.0004932341991907506
Sovicille,10070.0,0.0010729894979155021
Garzigliana,578.0,6.158767922494143e-05
Orio Litta,2027.0,0.0002159830896002704
Corropoli,4916.0,0.0005238149326467338
Sini,514.0,5.476828221733546e-05
Olevano di Lomellina,780.0,8.311140103019778e-05
Massa Marittima,8613.0,0.0009177416629142225
Suni,1121.0,0.00011944600071134835
Montenero Val Cocchiara,556.0,5.924351150357688e-05
Abbateggio,424.0,4.5178505175389564e-05
Jerzu,3184.0,0.0003392650011283971
Quadrelle,1891.0,0.0002014918709591077
Cropani,4393.0,0.0004680876727252037
Esporlatu,402.0,4.2834337454025013e-05
Luzzi,9478.0,0.0010099100755951468
Micigliano,122.0,1.2999475545748884e-05
Osiglia,458.0,4.8801309835680234e-05
Longobucco,3407.0,0.00036302633757677417
Borghetto Lodigiano,4400.0,0.0004688335442729106
Licata,38057.0,0.004055090498725945
Masciago Primo,302.0,3.217902962964068e-05
Belmonte Piceno,649.0,6.915294778025431e-05
Proserpio,901.0,9.600432349770283e-05
San Pietro di Carida,1239.0,0.00013201926394412186
Longi,1531.0,0.0001631327627913241
Nuoro,36379.0,0.003876294433432776
Mezzanino,1470.0,0.00015663302501844968
Motta de' Conti,802.0,8.545556875156234e-05
Lizzano in Belvedere,2314.0,0.0002465638230562534
Lequio Berria,498.0,5.306343296543397e-05
Vanzone con San Carlo,425.0,4.528505825363341e-05
Grammichele,12984.0,0.0013834851679180615
Valverde,309.0,3.292490117734758e-05
Raveo,500.0,5.3276539121921655e-05
Berzo Demo,1695.0,0.00018060746762331442
Molfetta,60338.0,0.006429199635077018
Pisticci,17386.0,0.0018525318183474598
Vico Equense,20809.0,0.0022172630051761353
Lorsica,507.0,5.402241066962856e-05
Savona,60760.0,0.006474165034095919
FIastra,8.0,8.524246259507465e-07
Dairago,6009.0,0.0006402774471672545
Sassano,5060.0,0.0005391585759138472
Scanzorosciate,9938.0,0.0010589244915873148
Bressanone,20921.0,0.002229196949939446
Volta Mantovana,7331.0,0.0007811406166056154
Casto,1875.0,0.0001997870217072062
Scano di Montiferro,1562.0,0.00016643590821688325
Perdifumo,1775.0,0.00018913171388282188
Rivamonte Agordino,652.0,6.947260701498584e-05
Dinami,2374.0,0.000252957007750884
Nole,6894.0,0.0007345769214130558
Cancellara,1391.0,0.00014821533183718606
Suello,1721.0,0.00018337784765765433
Montemezzo,254.0,2.70644818739362e-05
Varzi,3383.0,0.00036046906369892193
Tresnuraghes,1187.0,0.000126478503875442
Piuro,1918.0,0.00020436880407169146
Pizzoferrato,1163.0,0.00012392122999758978
Piedimulera,1514.0,0.00016132136046117878
Monselice,17561.0,0.0018711786070401324
Chiopris-Viscone,637.0,6.787431084132819e-05
Merate,14798.0,0.0015767724518523933
Marineo,6657.0,0.0007093238418692649
Rivarolo del Re ed Uniti,2047.0,0.00021811415116514726
Guardabosone,340.0,3.622804660290673e-05
Gravellona Toce,7824.0,0.0008336712841798301
Grumello del Monte,7351.0,0.0007832716781704922
Vita,2115.0,0.0002253597604857286
Sant'Apollinare,1913.0,0.00020383603868047225
Truccazzano,6026.0,0.0006420888494973998
Fondo,1422.0,0.00015151847726274517
Renon,7695.0,0.0008199259370863743
Varena,846.0,9.014390419429144e-05
Gonnosno,785.0,8.3644166421417e-05
Gambarana,235.0,2.503997338730318e-05
Morciano di Leuca,3430.0,0.00036547705837638257
Capriati a Volturno,1587.0,0.00016909973517297933
Francolise,4911.0,0.0005232821672555145
Campli,7167.0,0.000763665911773625
Sustinente,2218.0,0.00023633472754484446
Mammola,2945.0,0.00031379881542811854
San Possidonio,3663.0,0.00039030392560719803
Moschiano,1716.0,0.00018284508226643512
Motta Santa Lucia,878.0,9.355360269809442e-05
Settimo San Pietro,6594.0,0.0007026109979399028
Lode,1838.0,0.000195844557812184
Curinga,6709.0,0.0007148646019379448
Ameglia,4426.0,0.0004716039243072505
Maccagno con Pino e Veddasca,2472.0,0.00026339920941878065
Poggiomarino,21362.0,0.002276186857444981
Pinzano al Tagliamento,1560.0,0.00016622280206039555
Morro d'Alba,1973.0,0.00021022922337510285
Volongo,560.0,5.9669723816552255e-05
Finale Ligure,11909.0,0.00126894060880593
Lecce,89598.0,0.009546942704491872
Spilimbergo,12020.0,0.0012807680004909966
Pieve d'Olmi,1315.0,0.00014011729789065394
Landiona,577.0,6.14811261466976e-05
Pieve di Cento,6962.0,0.0007418225307336371
Lasa,3967.0,0.0004226960613933264
Parona,1981.0,0.0002110816480010536
Melito di Napoli,37006.0,0.003943103213491665
San Pietro in Cerro,923.0,9.834849121906738e-05
Mombello di Torino,410.0,4.368676207997576e-05
Blufi,1058.0,0.00011273315678198622
Santa Caterina Albanese,1245.0,0.00013265858241358493
Terruggia,916.0,9.760261967136047e-05
Piario,1114.0,0.00011870012916364145
Bernate Ticino,3077.0,0.00032786382175630587
Gatteo,9098.0,0.0009694199058624865
Limosano,814.0,8.673420569048846e-05
Soverzene,411.0,4.37933151582196e-05
Isolabona,674.0,7.18167747363504e-05
Nomaglio,298.0,3.1752817316665305e-05
Valsolda,1591.0,0.0001695259474859547
Adrano,35332.0,0.003764733360511472
Morozzo,2092.0,0.0002229090396861202
Vesime,654.0,6.968571317147353e-05
Cavizzana,262.0,2.7916906499886946e-05
Santu Lussurgiu,2430.0,0.00025892398013253924
Benevello,476.0,5.071926524406942e-05
Calcio,5411.0,0.0005765587063774362
Tagliacozzo,6979.0,0.0007436339330637824
Cineto Romano,627.0,6.680878005888976e-05
Roccabruna,1586.0,0.0001689931820947355
Castelnuovo Don Bosco,3276.0,0.0003490678843268307
Arnara,2372.0,0.00025274390159439635
Caorle,11806.0,0.001257965641746814
Chiaravalle,14834.0,0.0015806083626691717
Nizza Monferrato,10453.0,0.0011137993268828942
Pavia di Udine,5749.0,0.0006125736468238552
Acquafredda,1580.0,0.00016835386362527242
Casapesenna,6684.0,0.0007122007749818487
Castelforte,4461.0,0.000475333282045785
Montorio Romano,2043.0,0.0002176879388521719
Mathi,3906.0,0.00041619632362045197
Ossimo,1444.0,0.00015386264498410974
Sigillo,2480.0,0.0002642516340447314
Laganadi,405.0,4.315399668875654e-05
Tufillo,456.0,4.858820367919255e-05
Santa Margherita Ligure,9624.0,0.001025466825018748
Novi Ligure,28182.0,0.003002878851067992
Oltre il Colle,1050.0,0.00011188073215603547
Bagaladi,1052.0,0.00011209383831252316
Brissogne,1010.0,0.00010761860902628174
Albonese,559.0,5.956317073830841e-05
Ficarra,1537.0,0.00016377208126078718
Gravedona ed Uniti,4208.0,0.00044837535325009263
Casier,11041.0,0.001176452536890274
Moneglia,2855.0,0.00030420903838617266
Camairago,665.0,7.08577970321558e-05
Sant'Andrea del Garigliano,1549.0,0.0001650507181997133
Carcoforo,78.0,8.311140103019778e-06
Valvasone Arzene,4002.0,0.0004264254191318609
Austis,857.0,9.131598805497371e-05
Patu,1699.0,0.0001810336799362898
Sinopoli,2119.0,0.00022578597279870397
Follo,6422.0,0.0006842838684819617
Tolfa,5187.0,0.0005526908168508153
Roccastrada,9409.0,0.0010025579131963218
Monticello Brianza,4223.0,0.0004499736494237503
Petruro Irpino,336.0,3.5801834289931354e-05
Brentonico,3963.0,0.000422269849080351
Pigra,261.0,2.7810353421643103e-05
Marnate,7484.0,0.0007974432375769233
Cerreto Laziale,1171.0,0.00012477365462354052
Roncello,4106.0,0.0004375069392692206
Colleretto Castelnuovo,336.0,3.5801834289931354e-05
Casazza,4030.0,0.00042940890532268855
San Pietro al Natisone,2232.0,0.00023782647064025827
Zagarolo,17208.0,0.0018335653704200556
Asti,74320.0,0.007919024775082434
Belpasso,27059.0,0.002883219744200156
Campobello di Mazara,11774.0,0.0012545559432430111
Sant'Angelo di Piove di Sacco,7222.0,0.0007695263310770364
Statte,14055.0,0.0014976035147172178
Suno,2792.0,0.00029749619445681053
Civita,926.0,9.86681504537989e-05
Usseglio,215.0,2.2908911822426312e-05
Ortovero,1639.0,0.00017464049524165917
Taceno,546.0,5.817798072113845e-05
Veglie,14319.0,0.0015257335273735923
Pieve del Cairo,2096.0,0.00022333525199909557
Collelongo,1259.0,0.00013415032550899872
San Sperate,8042.0,0.0008568998552369879
Teana,642.0,6.84070762325474e-05
Marcetelli,82.0,8.737352415995152e-06
Leverano,14106.0,0.0015030377217076537
Buonabitacolo,2566.0,0.0002734151987737019
Asiago,6439.0,0.0006860952708121071
Pignola,6853.0,0.0007302082452050582
Campofranco,3191.0,0.000340010872676104
Vigolzone,4320.0,0.00046030929801340307
Grottaminarda,8295.0,0.0008838577840326803
Venaus,956.0,0.00010186474280111421
Magliano Sabina,3890.0,0.0004144914743685505
San Pier d'Isonzo,2011.0,0.0002142782403483689
Stignano,1331.0,0.00014182214714255544
Castelbellino,4832.0,0.0005148644740742509
Capistrello,5309.0,0.0005656902923965641
Montescudaio,2098.0,0.00022354835815558327
Appiano sulla Strada del Vino,14304.0,0.0015241352311999347
Boretto,5402.0,0.0005755997286732415
Castellazzo Novarese,324.0,3.452319735100523e-05
Lettere,6149.0,0.0006551948781213926
Firmo,2171.0,0.00023132673286738382
Gonnoscodina,503.0,5.3596198356653185e-05
Brescia,188520.0,0.02008738631052934
Montefano,3555.0,0.000378796193156863
Lugo,32016.0,0.0034114033530548873
Borgo San Giovanni,2297.0,0.0002447524207261081
Cerreto Guidi,10488.0,0.0011175286846214286
Sartirana Lomellina,1732.0,0.0001845499315183366
Zibido San Giacomo,6579.0,0.0007010127017662451
Locate di Triulzi,9861.0,0.001050719904562539
Vallecrosia,6998.0,0.0007456584415504154
Serramazzoni,8099.0,0.0008629733806968869
San Teodoro,1425.0,0.0001518381364974767
Voltaggio,754.0,8.034102099585785e-05
Terno d'Isola,7796.0,0.0008306877979890024
Rocca San Giovanni,2379.0,0.0002534897731421032
Corciano,20485.0,0.00218273980782513
Langhirano,10003.0,0.0010658504416731645
Pavullo nel Frignano,17275.0,0.0018407044266623932
Rudiano,5767.0,0.0006144916022322443
Montefiore Conca,2215.0,0.00023601506831011292
San Giorgio Canavese,2704.0,0.0002881195235713523
Sestino,1428.0,0.00015215779573220825
Duino-Aurisina,8589.0,0.0009151843890363702
Olbia,55131.0,0.005874377756661326
Configni,648.0,6.904639470201046e-05
Rocchetta e Croce,466.0,4.965373446163098e-05
Sedrina,2476.0,0.00026382542173175605
San Bartolomeo Val Cavargna,1048.0,0.00011166762599954779
Castel Ritaldi,3330.0,0.0003548217505519982
Tenno,2010.0,0.00021417168727012504
Figino Serenza,5259.0,0.0005603626384843719
Paceco,11485.0,0.0012237621036305403
Manta,3712.0,0.00039552502644114634
Giffone,1935.0,0.0002061802064018368
Zovencedo,791.0,8.428348489088006e-05
Montaguto,438.0,4.667024827080337e-05
Casole d'Elsa,3892.0,0.00041470458052503815
Terlizzi,26974.0,0.0028741627325494295
Gais,3179.0,0.0003387322357371779
Val Masino,930.0,9.909436276677427e-05
Intragna,106.0,1.1294626293847391e-05
Garda,4003.0,0.00042653197221010475
San Costantino Calabro,2197.0,0.00023409711290172376
Rotello,1208.0,0.0001287161185185627
Lesignano de' Bagni,4908.0,0.000522962508020783
Casalbore,1897.0,0.00020213118942857076
Ca' d'Andrea,467.0,4.976028753987482e-05
Farini,1415.0,0.0001507726057150383
Altavalle,1633.0,0.00017400117677219613
Blera,3341.0,0.0003559938344126805
Palestro,1910.0,0.00020351637944574072
San Pietro di Feletto,5307.0,0.0005654771862400764
Calabritto,2466.0,0.00026275989094931763
Esino Lario,752.0,8.012791483937017e-05
Mira,38690.0,0.0041225385972542975
Poggibonsi,29216.0,0.003113054733972126
Teano,12494.0,0.0013312741595785783
Bologna,380635.0,0.0405578309373453
Longiano,6973.0,0.0007429946145943194
Racconigi,10100.0,0.0010761860902628174
San Vitaliano,6353.0,0.0006769317060831366
Sant'Arpino,14031.0,0.0014950462408393655
Grignasco,4653.0,0.0004957914730686029
Elini,567.0,6.041559536425916e-05
Fabriano,30982.0,0.0033012274701507533
Savigliano,21140.0,0.0022525320740748476
Prela,485.0,5.167824294826401e-05
Proves,265.0,2.8236565734618476e-05
Cianciana,3515.0,0.0003745340700271092
Castello di Godego,7056.0,0.0007518385200885584
Pertica Bassa,679.0,7.23495401275696e-05
Aicurzio,2059.0,0.00021939278810407338
Castilenti,1525.0,0.00016249344432186106
Posta Fibreno,1193.0,0.00012711782234490506
Vittuone,8933.0,0.0009518386479522523
Paganico Sabino,178.0,1.896644792740411e-05
Santa Lucia del Mela,4709.0,0.0005017584454502581
Porcari,8699.0,0.0009269052276431929
Sant'Antonio di Gallura,1591.0,0.0001695259474859547
Tricarico,5605.0,0.0005972300035567417
Fontanile,577.0,6.14811261466976e-05
Colorina,1444.0,0.00015386264498410974
Moltrasio,1623.0,0.00017293564598975768
Dobbiaco,3399.0,0.0003621739129508234
Cassine,3044.0,0.00032434757017425905
Piedimonte Etneo,3990.0,0.0004251467821929348
Anzano di Puglia,1525.0,0.00016249344432186106
Cattolica Eraclea,3943.0,0.0004201387875154742
Daverio,3079.0,0.00032807692791279354
Adelfia,16973.0,0.0018085253970327524
Cislago,10084.0,0.0010744812410109158
Orsara di Puglia,2838.0,0.00030239763605602733
Trescore Balneario,9628.0,0.0010258930373317234
Carbonara di Nola,2350.0,0.0002503997338730318
Ravarino,6196.0,0.0006602028727988532
Pofi,4274.0,0.0004554078564141863
Vallata,2818.0,0.00030026657449115044
Bagnara di Romagna,2410.0,0.00025679291856766235
Cortona,22472.0,0.002394460774295647
Sant'Andrea Apostolo dello Ionio,2033.0,0.00021662240806973344
Voghiera,3823.0,0.000407352418126213
Vezza d'Oglio,1471.0,0.0001567395780966935
Falvaterra,568.0,6.0522148442503e-05
Tovo San Giacomo,2502.0,0.00026659580176609596
Sala Biellese,640.0,6.819397007605971e-05
Verzegnis,882.0,9.39798150110698e-05
Front,1720.0,0.0001832712945794105
Pozzolengo,3440.0,0.000366542589158821
Aritzo,1331.0,0.00014182214714255544
Taurano,1563.0,0.0001665424612951271
Gazzuolo,2419.0,0.000257751896271857
Montechiarugolo,10613.0,0.001130847819401909
Petrella Salto,1192.0,0.00012701126926666122
Castions di Strada,3850.0,0.00041022935123879675
Sant'Alfio,1602.0,0.00017069803134663698
Magnano,394.0,4.198191282807426e-05
Soverato,8703.0,0.0009273314399561683
Borgomasino,830.0,8.843905494238995e-05
Foza,723.0,7.703787557029872e-05
Sant'Antonino di Susa,4325.0,0.0004608420634046223
Castel Condino,233.0,2.482686723081549e-05
Eraclea,12559.0,0.001338200109664428
Torella del Sannio,808.0,8.60948872210254e-05
Capriana,608.0,6.478427157225673e-05
Torchiarolo,5404.0,0.0005758128348297292
Mantova,47223.0,0.005031756013909013
Rivignano Teor,6364.0,0.0006781037899438188
Lizzano,10192.0,0.001085988973461251
Mediglia,12085.0,0.0012876939505768463
Ceresara,2705.0,0.00028822607664959616
Monte San Vito,6864.0,0.0007313803290657405
Albese con Cassano,4242.0,0.00045199815791038334
Sedico,9980.0,0.0010633997208735562
Adrara San Martino,2158.0,0.00022994154285021386
Cassinetta di Lugagnano,1905.0,0.0002029836140545215
Campolongo Tapogliano,1202.0,0.00012807680004909967
Stroppiana,1251.0,0.00013329790088304798
Pistoia,88904.0,0.009472994868190646
Menconico,371.0,3.953119202846587e-05
Vigo di Cadore,1480.0,0.0001576985558008881
Piobesi d'Alba,1268.0,0.0001351093032131933
Guardavalle,4701.0,0.0005009060208243074
Tarcento,9084.0,0.0009679281627670727
Campiglione Fenile,1376.0,0.0001466170356635284
Tolmezzo,10560.0,0.0011252005062549854
Monzuno,6169.0,0.0006573259396862694
Brusasco,1701.0,0.00018124678609277747
Sandigliano,2757.0,0.000293766836718276
Allerona,1832.0,0.00019520523934272093
Grimacco,367.0,3.9104979715490494e-05
Pontelongo,3879.0,0.0004133193905078682
Collalto Sabino,451.0,4.805543828797333e-05
Dogna,193.0,2.0564744101061758e-05
Carlantino,1030.0,0.00010974967059115861
Druogno,994.0,0.00010591375977438025
Vallelunga Pratameno,3592.0,0.00038273865705188516
Santa Maria del Molise,643.0,6.851362931079125e-05
Gizzeria,4644.0,0.0004948324953644083
Credaro,3447.0,0.0003672884607065279
Cisterna d'Asti,1278.0,0.00013617483399563175
Borgio Verezzi,2298.0,0.0002448589738043519
Adrara San Rocco,833.0,8.875871417712147e-05
Maddaloni,39247.0,0.004181888661836118
Terre Roveresche,77.0,8.204587024775934e-06
Farnese,1602.0,0.00017069803134663698
Roddino,379.0,4.038361665441661e-05
Zagarise,1711.0,0.0001823123168752159
Borghetto di Vara,967.0,0.00010303682666179648
Castione della Presolana,3414.0,0.0003637722091244811
Mapello,6611.0,0.0007044224002700481
Cingia de' Botti,1317.0,0.00014033040404714164
Marzano Appio,2316.0,0.00024677692921274113
Carasco,3704.0,0.0003946726018151956
Lavagno,8303.0,0.000884710208658631
Ostellato,6462.0,0.0006885459916117154
Leni,686.0,7.309541167527651e-05
Palanzano,1122.0,0.0001195525537895922
Goito,10370.0,0.0011049554213886552
Carpignano Sesia,2551.0,0.00027181690260004427
Sessa Cilento,1344.0,0.00014320733715972542
Guardia Sanframondi,5175.0,0.0005514121799118891
Scandale,3295.0,0.00035109239281346373
Montebello sul Sangro,98.0,1.0442201667896644e-05
Nicosia,14150.0,0.0015077260571503828
Cerro al Lambro,4994.0,0.0005321260727497534
Chiesina Uzzanese,4500.0,0.0004794888520972949
Pozzomaggiore,2703.0,0.0002880129704931085
Rocca San Felice,876.0,9.334049654160674e-05
Olmedo,4040.0,0.00043047443610512697
Bidoni,150.0,1.5982961736576496e-05
Novello,1024.0,0.00010911035212169555
Sant'Olcese,5927.0,0.0006315400947512593
Palombaro,1089.0,0.00011603630220754536
Cassinasco,583.0,6.212044461616066e-05
Montemesola,4037.0,0.00043015477687039546
Trappeto,3191.0,0.000340010872676104
Monopoli,48403.0,0.005157488646236748
Castelfranci,2076.0,0.0002212041904342187
Misano Adriatico,12413.0,0.001322643360240827
Albosaggia,3146.0,0.00033521598415513107
Cagli,8889.0,0.0009471503125095232
San Pietro di Cadore,1655.0,0.00017634534449356066
Pozzuoli,80812.0,0.008610767359041465
Zeccone,1706.0,0.00018177955148399668
Vietri di Potenza,2911.0,0.0003101760107678279
Trezzo Tinella,334.0,3.558872813344367e-05
Crespino,1985.0,0.00021150786031402897
Romana,570.0,6.073525459899069e-05
Nurallao,1334.0,0.00014214180637728697
Corigliano d'Otranto,5765.0,0.0006142784960757566
Arzano,34759.0,0.0037036784466777497
Lapio,1623.0,0.00017293564598975768
Camino al Tagliamento,1664.0,0.00017730432219775527
Cassacco,2902.0,0.0003092170330636333
Buttrio,4040.0,0.00043047443610512697
Lariano,13116.0,0.001397550174246249
Briona,1241.0,0.00013223237010060956
Torrita Tiberina,1080.0,0.00011507732450335077
Rivanazzano Terme,5228.0,0.0005570594930588128
Artegna,2903.0,0.00030932358614187713
Buttapietra,7010.0,0.0007469370784893416
Monta,4745.0,0.0005055943562670365
San Cataldo,23603.0,0.0025149723057894336
Bergeggi,1117.0,0.00011901978839837297
Macerata Campania,10504.0,0.0011192335338733302
Sasso di Castalda,820.0,8.737352415995152e-05
Leivi,2369.0,0.0002524242423596648
Sedini,1352.0,0.00014405976178567616
Pianiga,12040.0,0.0012828990620558733
Caresanablot,1133.0,0.00012072463765027447
Eupilio,2755.0,0.0002935537305617883
Torre di Ruggiero,1095.0,0.00011667562067700842
Pachino,22001.0,0.0023442742744427965
Brembate di Sopra,7850.0,0.0008364416642141699
Monte Cremasco,2369.0,0.0002524242423596648
Nimis,2767.0,0.00029483236750071446
Val della Torre,3860.0,0.00041129488202123517
Berlingo,2698.0,0.00028748020510188925
San Francesco al Campo,4995.0,0.0005322326258279974
Masera di Padova,9069.0,0.000966329866593415
Cene,4272.0,0.0004551947502576986
Cornaredo,19928.0,0.0021233897432433096
Corno Giovine,1179.0,0.00012562607924949127
Valgrana,798.0,8.502935643858697e-05
Ragogna,2966.0,0.00031603643007123926
Torre Canavese,594.0,6.329252847684292e-05
Alzate Brianza,5046.0,0.0005376668328184334
Triggiano,26965.0,0.002873203754845235
Borghetto d'Arroscia,474.0,5.050615908758173e-05
Castelnuovo di Porto,8053.0,0.0008580719390976701
Guglionesi,5489.0,0.000584869846480456
Ramacca,10796.0,0.0011503470327205324
San Canzian d'Isonzo,6243.0,0.0006652108674763138
Rescaldina,14012.0,0.0014930217323527325
Sant'Angelo d'Alife,2300.0,0.0002450720799608396
Cingoli,10537.0,0.0011227497854553769
Sant'Antioco,11430.0,0.001217901684327129
Palazzo Canavese,852.0,9.07832226637545e-05
San Giorgio Morgeto,3104.0,0.0003307407548688896
Orio Canavese,822.0,8.75866303164392e-05
Chignolo d'Isola,3237.0,0.0003449123142753208
Sant'Agata del Bianco,649.0,6.915294778025431e-05
Champdepraz,718.0,7.65051101790795e-05
Sant'Orsola Terme,1095.0,0.00011667562067700842
Visciano,4521.0,0.0004817264667404156
Milano,1262101.0,0.13448074660463288
Albaredo d'Adige,5301.0,0.0005648378677706134
Arielli,1154.0,0.0001229622522933952
San Massimo,859.0,9.15290942114614e-05
Rumo,826.0,8.801284262941458e-05
San Luca,3983.0,0.0004244009106452279
Isso,666.0,7.096435011039965e-05
Sant'Ippolito,1566.0,0.00016686212052985863
San Pietro in Casale,11896.0,0.00126755541878876
Capriglia Irpina,2413.0,0.0002571125778023939
Taibon Agordino,1791.0,0.00019083656313472337
Piombino,34320.0,0.0036569016453287025
Cattolica,16590.0,0.0017677155680653606
Lei,549.0,5.849763995586998e-05
Perdasdefogu,1997.0,0.00021278649725295509
Capri Leone,4558.0,0.0004856689306354378
Quaregna,1384.0,0.00014746946028947915
San Siro,1740.0,0.00018540235614428736
Caltrano,2609.0,0.0002779969811381872
Borgo San Siro,1043.0,0.00011113486060832858
Pettorano sul Gizio,1371.0,0.0001460842702723092
Castelvenere,2580.0,0.00027490694186911574
Gorreto,105.0,1.1188073215603548e-05
Fossa,707.0,7.533302631839721e-05
Coccaglio,8626.0,0.0009191268529313924
